"ID","Type","Description","Commit","Size/Commit","Others"
"46","Extract Method","Extract Method private doGuessCompoundTag(word String) : List<AnalyzedToken> extracted from private guessCompoundTag(word String) : List<AnalyzedToken> in class org.languagetool.tagging.uk.CompoundTagger","https://github.com/languagetool-org/languagetool/commit/bec15926deb49d2b3f7b979d4cfc819947a434ec","4","Move Attribute public VIDMINKY_MAP : Map<String,String> from class org.languagetool.tagging.uk.UkrainianTagger to public VIDMINKY_MAP : Map<String,String> from class org.languagetool.tagging.uk.PosTagHelper
Rename Method private hasRequiredPosTag(posTagsToFind Collection<String>, tokenReadings AnalyzedTokenReadings) : boolean renamed to private getReadingWithVidmPosTag(posTagsToFind Collection<String>, tokenReadings AnalyzedTokenReadings) : boolean in class org.languagetool.rules.uk.TokenAgreementRule
Extract Class org.languagetool.tagging.uk.CompoundTagger from class org.languagetool.tagging.uk.UkrainianTagger
Extract Method private doGuessCompoundTag(word String) : List<AnalyzedToken> extracted from private guessCompoundTag(word String) : List<AnalyzedToken> in class org.languagetool.tagging.uk.CompoundTagger"
"47","Extract Method","Extract Method public createClient(host String, port int, timeout int) : RedisClient extracted from public createClient(host String, port int) : RedisClient in class org.redisson.connection.MasterSlaveConnectionManager","https://github.com/mrniko/redisson/commit/186357ac6c2da1a5a12c0287a08408ac5ec6683b","1","Extract Method public createClient(host String, port int, timeout int) : RedisClient extracted from public createClient(host String, port int) : RedisClient in class org.redisson.connection.MasterSlaveConnectionManager"
"48","Extract Method","Extract Method private testRenderedTab() : void extracted from public renderSimpleTab() : void in class org.wicketstuff.foundation.tab.FoundationTabTest","https://github.com/wicketstuff/core/commit/8ea46f48063c38473c12ca7c114106ca910b6e74","1","Extract Method private testRenderedTab() : void extracted from public renderSimpleTab() : void in class org.wicketstuff.foundation.tab.FoundationTabTest"
"49","Extract Method","Extract Method private evaluateTemplate(check Check, subscription Subscription, alerts List<Alert>, templateContent String) : String extracted from public createBody(check Check, subscription Subscription, alerts List<Alert>) : String in class com.seyren.core.util.velocity.VelocityEmailHelper","https://github.com/scobal/seyren/commit/5fb36a321af7df470d4c845cb18da8f85be31c38","2","Extract Method private evaluateTemplate(check Check, subscription Subscription, alerts List<Alert>, templateContent String) : String extracted from public createBody(check Check, subscription Subscription, alerts List<Alert>) : String in class com.seyren.core.util.velocity.VelocityEmailHelper
Add Parameter templateFileName : String in method private getTemplateAsString(templateFileName String) : String from class com.seyren.core.util.velocity.VelocityEmailHelper"
"50","Extract Method","Extract Method private performBasicMappingTest() : void extracted from public testBasicMapping() : void in class org.mongodb.morphia.TestMapping","https://github.com/mongodb/morphia/commit/70a25d4afdc435e9cad4460b2a20b7aabdd21e35","1","Extract Method private performBasicMappingTest() : void extracted from public testBasicMapping() : void in class org.mongodb.morphia.TestMapping"
"51","Extract Method","Extract Method private getBlogsForCurrentView() : List<Map<String,Object>> extracted from protected doInBackground(params Void...) : SiteList in class org.wordpress.android.ui.main.SitePickerAdapter.LoadSitesTask","https://github.com/wordpress-mobile/WordPress-Android/commit/3b95d10985776fb7b710089ff71074fd2bf860ee","3","Extract Method private getBlogsForCurrentView() : List<Map<String,Object>> extracted from protected doInBackground(params Void...) : SiteList in class org.wordpress.android.ui.main.SitePickerAdapter.LoadSitesTask
Add Parameter lastSearch : String in method public SitePickerAdapter(context Context, currentLocalBlogId int, lastSearch String, isInSearchMode boolean) from class org.wordpress.android.ui.main.SitePickerAdapter
Add Parameter isInSearchMode : boolean in method public SitePickerAdapter(context Context, currentLocalBlogId int, lastSearch String, isInSearchMode boolean) from class org.wordpress.android.ui.main.SitePickerAdapter"
"52","Extract Method","Extract Method protected doSomething(virtualFile VirtualFile, module Module, project Project, title String, withProgress boolean) : boolean extracted from protected doSomething(virtualFile VirtualFile, module Module, project Project, title String) : boolean in class com.goide.actions.fmt.GoExternalToolsAction","https://github.com/go-lang-plugin-org/go-lang-idea-plugin/commit/0b93231025f51c7ec62fd8588985c5dc807854e4","1","Extract Method protected doSomething(virtualFile VirtualFile, module Module, project Project, title String, withProgress boolean) : boolean extracted from protected doSomething(virtualFile VirtualFile, module Module, project Project, title String) : boolean in class com.goide.actions.fmt.GoExternalToolsAction"
"53","Extract Method","Extract Method private performBasicMappingTest() : void extracted from public testBasicMapping() : void in class org.mongodb.morphia.TestMapping","https://github.com/mongodb/morphia/commit/5db323b99f7064af8780f2c35f245461cf55cc8e","1","Extract Method private performBasicMappingTest() : void extracted from public testBasicMapping() : void in class org.mongodb.morphia.TestMapping"
"54","Extract Method","Extract Method public executeReloadAndWaitForCompletion(client ModelControllerClient, timeout int) : void extracted from public executeReloadAndWaitForCompletion(client ModelControllerClient) : void in class org.jboss.as.test.shared.ServerReload","https://github.com/wildfly/wildfly/commit/37d842bfed9779e662321a5ee43c36b058386843","4","Extract Method public executeReloadAndWaitForCompletion(client ModelControllerClient, timeout int) : void extracted from public executeReloadAndWaitForCompletion(client ModelControllerClient) : void in class org.jboss.as.test.shared.ServerReload
Move And Rename Method private reloadServer(managementClient ManagementClient, timeout int) : void from class org.jboss.as.test.manualmode.ws.ReloadWSDLPublisherTestCase to public executeReloadAndWaitForCompletion(client ModelControllerClient, timeout int) : void from class org.jboss.as.test.shared.ServerReload
Rename Parameter managementClient : ManagementClient to client : ModelControllerClient in method public executeReloadAndWaitForCompletion(client ModelControllerClient, timeout int) : void in class org.jboss.as.test.shared.ServerReload
Change Parameter Type managementClient : ManagementClient to client : ModelControllerClient in method public executeReloadAndWaitForCompletion(client ModelControllerClient, timeout int) : void in class org.jboss.as.test.shared.ServerReload"
"55","Extract Method","Extract Method private putFilter(sName String, filter ZuulFilter, lastModified long) : void extracted from public putFilter(file File) : boolean in class com.netflix.zuul.FilterLoader","https://github.com/Netflix/zuul/commit/b25d3f32ed2e2da86f5c746098686445c2e2a314","5","Extract Method private putFilter(sName String, filter ZuulFilter, lastModified long) : void extracted from public putFilter(file File) : boolean in class com.netflix.zuul.FilterLoader
Split Parameter locations : String[] to [directories : String[], classNames : String[]] in method public FilterFileManagerConfig(directories String[], classNames String[], pollingIntervalSeconds int) in class com.netflix.zuul.FilterFileManager.FilterFileManagerConfig
Split Attribute locations : String[] to [directories : String[], classNames : String[]] in class com.netflix.zuul.FilterFileManager.FilterFileManagerConfig
Change Return Type BaseFilter to ZuulFilter in method public newInstance(clazz Class) : ZuulFilter in class com.netflix.zuul.DefaultFilterFactory
Change Return Type BaseFilter to ZuulFilter in method public newInstance(clazz Class) : ZuulFilter in class com.netflix.zuul.FilterFactory"
"56","Extract Method","Extract Method public processResolveVariants(processor GoScopeProcessor) : void extracted from public resolveInner() : PsiElement in class com.goide.psi.impl.GoVarReference","https://github.com/go-lang-plugin-org/go-lang-idea-plugin/commit/3d5e343df6a39ce3b41624b90974d83e9899541e","1","Extract Method public processResolveVariants(processor GoScopeProcessor) : void extracted from public resolveInner() : PsiElement in class com.goide.psi.impl.GoVarReference"
"57","Extract Method","Extract Method protected isAvailableInModule(module Module) : boolean extracted from protected setupConfigurationFromContext(configuration GoTestRunConfigurationBase, context ConfigurationContext, sourceElement Ref) : boolean in class com.goide.runconfig.testing.GoTestRunConfigurationProducerBase","https://github.com/go-lang-plugin-org/go-lang-idea-plugin/commit/b8929ccb4057c74ac64679216487a4abcd3ae1c3","4","Move Attribute private GO_CHECK_IMPORT_PATH : Pattern from class com.goide.runconfig.testing.frameworks.gocheck.GocheckRunConfiguration to private GO_CHECK_IMPORT_PATH : Pattern from class com.goide.runconfig.GoRunUtil
Extract Method protected isAvailableInModule(module Module) : boolean extracted from protected setupConfigurationFromContext(configuration GoTestRunConfigurationBase, context ConfigurationContext, sourceElement Ref) : boolean in class com.goide.runconfig.testing.GoTestRunConfigurationProducerBase
Move Attribute private GO_CHECK_GITHUB_IMPORT_PATH : Pattern from class com.goide.runconfig.testing.frameworks.gocheck.GocheckRunConfiguration to private GO_CHECK_GITHUB_IMPORT_PATH : Pattern from class com.goide.runconfig.GoRunUtil
Extract And Move Method public hasGoCheckSupport(module Module) : boolean extracted from public checkConfiguration() : void in class com.goide.runconfig.testing.frameworks.gocheck.GocheckRunConfiguration & moved to class com.goide.runconfig.GoRunUtil"
"58","Extract Method","Extract Method private nextRowInternally() : boolean extracted from public next() : boolean in class org.apache.drill.jdbc.impl.DrillCursor","https://github.com/apache/drill/commit/711992f22ae6d6dfc43bdb4c01bf8f921d175b38","1","Extract Method private nextRowInternally() : boolean extracted from public next() : boolean in class org.apache.drill.jdbc.impl.DrillCursor"
"59","Extract Method","Extract Method package generateSplitsInfo(conf Configuration, numSplits int) : List<OrcSplit> extracted from package generateSplitsInfo(conf Configuration) : List<OrcSplit> in class org.apache.hadoop.hive.ql.io.orc.OrcInputFormat","https://github.com/apache/hive/commit/5f78f9ef1e6c798849d34cc66721e6c1d9709b6f","1","Extract Method package generateSplitsInfo(conf Configuration, numSplits int) : List<OrcSplit> extracted from package generateSplitsInfo(conf Configuration) : List<OrcSplit> in class org.apache.hadoop.hive.ql.io.orc.OrcInputFormat"
"60","Extract Method","Extract Method private getSchemaProperties(schemaNode SchemaNode) : List<SchemaProperty> extracted from private getPropertiesForView(type Class, view String, schemaNode SchemaNode) : Map<String,Object> in class org.structr.rest.resource.SchemaTypeResource","https://github.com/structr/structr/commit/6c59050b8b03adf6d8043f3fb7add0496f447edf","1","Extract Method private getSchemaProperties(schemaNode SchemaNode) : List<SchemaProperty> extracted from private getPropertiesForView(type Class, view String, schemaNode SchemaNode) : Map<String,Object> in class org.structr.rest.resource.SchemaTypeResource"
"61","Extract Method","Extract Method private registerSerializer(kryo HadoopKryo, className String, serializer Serializer) : void extracted from private createKryo() : HadoopKryo in class org.apache.giraph.writable.kryo.HadoopKryo","https://github.com/apache/giraph/commit/add1d4f07c925b8a9044cb3aa5bb4abdeaf49fc7","1","Extract Method private registerSerializer(kryo HadoopKryo, className String, serializer Serializer) : void extracted from private createKryo() : HadoopKryo in class org.apache.giraph.writable.kryo.HadoopKryo"
"62","Extract Method","Extract Method public createNewWrapperCurrent(batchRecordCount int) : SelectionVector4 extracted from public createNewWrapperCurrent() : SelectionVector4 in class org.apache.drill.exec.record.selection.SelectionVector4","https://github.com/apache/drill/commit/3f0d9221d3f96c20db10e868cc33c2e972318ba6","2","Extract Method public createNewWrapperCurrent(batchRecordCount int) : SelectionVector4 extracted from public createNewWrapperCurrent() : SelectionVector4 in class org.apache.drill.exec.record.selection.SelectionVector4
Replace Variable With Attribute MSORT_BATCH_MAXSIZE : int to desiredRecordBatchCount : int in method public setup(context FragmentContext, allocator BufferAllocator, vector4 SelectionVector4, hyperBatch VectorContainer) : void in class org.apache.drill.exec.physical.impl.xsort.MSortTemplate"
"63","Extract Method","Extract Method private doStop(swallowException boolean) : void extracted from public stop() : void in class org.sonar.batch.bootstrapper.Batch","https://github.com/SonarSource/sonarqube/commit/0d9fcaa4415ee996e423a97cfe0d965586ca59a5","1","Extract Method private doStop(swallowException boolean) : void extracted from public stop() : void in class org.sonar.batch.bootstrapper.Batch"
"64","Extract Method","Extract Method private getHTTPGetAction(prefix String, properties Properties) : HTTPGetAction extracted from protected getProbe(prefix String) : Probe in class io.fabric8.maven.JsonMojo","https://github.com/fabric8io/fabric8/commit/e068eb7f484f24dee285d29b8a910d9019592020","4","Extract Method private getHTTPGetAction(prefix String, properties Properties) : HTTPGetAction extracted from protected getProbe(prefix String) : Probe in class io.fabric8.maven.JsonMojo
Rename Variable httpGet : HTTPGetAction to action : HTTPGetAction in method private getHTTPGetAction(prefix String, properties Properties) : HTTPGetAction in class io.fabric8.maven.JsonMojo
Rename Variable answer : Probe to probe : Probe in method protected getProbe(prefix String) : Probe in class io.fabric8.maven.JsonMojo
Rename Variable httpGet : HTTPGetAction to httpGetAction : HTTPGetAction in method protected getProbe(prefix String) : Probe in class io.fabric8.maven.JsonMojo"
"65","Extract Method","Extract Method public output(x INDArray, test boolean) : INDArray extracted from public output(x INDArray) : INDArray in class org.deeplearning4j.nn.layers.OutputLayer","https://github.com/deeplearning4j/deeplearning4j/commit/d4992887291cc0a7eeda87ad547fa9e1e7fda41c","1","Extract Method public output(x INDArray, test boolean) : INDArray extracted from public output(x INDArray) : INDArray in class org.deeplearning4j.nn.layers.OutputLayer"
"66","Extract Method","Extract Method public addQueueItem(context Context, performAutoDownload boolean, itemIds long...) : Future<?> extracted from public addQueueItem(context Context, itemIds long...) : Future<?> in class de.danoeh.antennapod.core.storage.DBWriter","https://github.com/AntennaPod/AntennaPod/commit/c64217e2b485f3c6b997a55b1ef910c8b72779d3","1","Extract Method public addQueueItem(context Context, performAutoDownload boolean, itemIds long...) : Future<?> extracted from public addQueueItem(context Context, itemIds long...) : Future<?> in class de.danoeh.antennapod.core.storage.DBWriter"
"67","Extract Method","Extract Method public getInputs() : Set<LanguageSourceSet> extracted from public getAllSources() : Set<LanguageSourceSet> in class org.gradle.platform.base.binary.BaseBinarySpec","https://github.com/gradle/gradle/commit/79c66ceab11dae0b9fd1dade7bb4120028738705","3","Extract Method public getInputs() : Set<LanguageSourceSet> extracted from public getAllSources() : Set<LanguageSourceSet> in class org.gradle.platform.base.binary.BaseBinarySpec
Rename Method public getAllSources() : Set<LanguageSourceSet> renamed to public getInputs() : Set<LanguageSourceSet> in class org.gradle.nativeplatform.test.internal.DefaultNativeTestSuiteBinarySpec
Add Method Annotation @Deprecated in method public getAllSources() : Set<LanguageSourceSet> from class org.gradle.platform.base.internal.BinarySpecInternal"
"68","Extract Method","Extract Method private terminate() : void extracted from protected report(e Exception) : void in class com.koushikdutta.async.http.AsyncHttpResponseImpl","https://github.com/koush/AndroidAsync/commit/1bc7905b07821f840068089343e6b77a8686d1ab","4","Extract Method private terminate() : void extracted from protected report(e Exception) : void in class com.koushikdutta.async.http.AsyncHttpResponseImpl
Rename Method package spewInternal() : void renamed to package sendCachedDataOnNetworkThread() : void in class com.koushikdutta.async.http.cache.ResponseCacheMiddleware.CachedBodyEmitter
Rename Method package spew() : void renamed to package sendCachedData() : void in class com.koushikdutta.async.http.cache.ResponseCacheMiddleware.CachedBodyEmitter
Rename Attribute spewRunnable : Runnable to sendCachedDataRunnable : Runnable in class com.koushikdutta.async.http.cache.ResponseCacheMiddleware.CachedBodyEmitter"
"69","Extract Method","Extract Method private unionTester(ws Schema, rs Schema, record GenericData.Record) : ResultPair extracted from private unionTester(s Schema, record GenericData.Record) : ResultPair in class org.apache.hadoop.hive.serde2.avro.TestAvroDeserializer","https://github.com/apache/hive/commit/7eb3567e7880511b76b8b65e8eb7d373927f2fb6","3","Extract Method private unionTester(ws Schema, rs Schema, record GenericData.Record) : ResultPair extracted from private unionTester(s Schema, record GenericData.Record) : ResultPair in class org.apache.hadoop.hive.serde2.avro.TestAvroDeserializer
Rename Parameter s : Schema to ws : Schema in method private unionTester(ws Schema, rs Schema, record GenericData.Record) : ResultPair in class org.apache.hadoop.hive.serde2.avro.TestAvroDeserializer
Rename Parameter s : Schema to ws : Schema in method private unionTester(ws Schema, record GenericData.Record) : ResultPair in class org.apache.hadoop.hive.serde2.avro.TestAvroDeserializer"
"70","Extract Method","Extract Method protected getCountQuery(spec Specification<T>, mode QueryMode) : TypedQuery<Long> extracted from protected getCountQuery(spec Specification<T>) : TypedQuery<Long> in class org.springframework.data.jpa.repository.support.SimpleJpaRepository","https://github.com/apache/hive/commit/d69e5cb21c04d9eede314aaa9ad059fc603fb025","3","Move Attribute private tag : byte from class org.apache.hadoop.hive.ql.exec.SparkHashTableSinkOperator to private tag : byte from class org.apache.hadoop.hive.ql.plan.SparkHashTableSinkDesc
Move Method public setTag(tag byte) : void from class org.apache.hadoop.hive.ql.exec.SparkHashTableSinkOperator to public setTag(tag byte) : void from class org.apache.hadoop.hive.ql.plan.SparkHashTableSinkDesc
Extract Method protected getCountQuery(spec Specification<T>, mode QueryMode) : TypedQuery<Long> extracted from protected getCountQuery(spec Specification<T>) : TypedQuery<Long> in class org.springframework.data.jpa.repository.support.SimpleJpaRepository"
"71","Extract Method","Extract Method private fileSelection() : File extracted from public actionPerformed(e ActionEvent) : void in class org.neo4j.desktop.ui.BrowseForDatabaseActionListener","https://github.com/neo4j/neo4j/commit/d1a6ae2a16ba1d53b1de02eea8745d67c6a1a005","4","Extract Method private fileSelection() : File extracted from public actionPerformed(e ActionEvent) : void in class org.neo4j.desktop.ui.BrowseForDatabaseActionListener
Rename Variable jFileChooser : JFileChooser to fileChooser : JFileChooser in method private fileSelection() : File in class org.neo4j.desktop.ui.BrowseForDatabaseActionListener
Extract Variable location : String in method public MainWindow(databaseActions DatabaseActions, model DesktopModel) from class org.neo4j.desktop.ui.MainWindow
Rename Variable error : UnsuitableDirectoryException to ude : UnsuitableDirectoryException in method public actionPerformed(e ActionEvent) : void in class org.neo4j.desktop.ui.BrowseForDatabaseActionListener"
"72","Extract Method","Extract Method private startAsync() : void extracted from public start() : void in class com.android.systemui.usb.StorageNotification","https://github.com/CyanogenMod/android_frameworks_base/commit/4587c32ab8a1c8e2169e4f93491a8c927216a6ab","1","Extract Method private startAsync() : void extracted from public start() : void in class com.android.systemui.usb.StorageNotification"
"73","Extract Method","Extract Method private standaloneCollect(cli CLI, protocol String, host String, port int) : void extracted from public main(args String[]) : void in class org.jboss.as.jdr.CommandLineMain","https://github.com/wildfly/wildfly/commit/c0f8a7f2b4341601df63c5470f41f157dbd83781","4","Extract Method private standaloneCollect(cli CLI, protocol String, host String, port int) : void extracted from public main(args String[]) : void in class org.jboss.as.jdr.CommandLineMain
Change Parameter Type port : String to port : int in method public JdrRunner(cli CLI, protocol String, host String, port int, user String, pass String) in class org.jboss.as.jdr.JdrRunner
Add Method Annotation @Override in method public collect() : JdrReport from class org.jboss.as.jdr.JdrRunner
Add Parameter cli : CLI in method public JdrRunner(cli CLI, protocol String, host String, port int, user String, pass String) from class org.jboss.as.jdr.JdrRunner"
"74","Extract Method","Extract Method public loadGoogleModel(modelFile File, binary boolean, lineBreaks boolean) : Word2Vec extracted from public loadGoogleModel(modelFile File, binary boolean) : Word2Vec in class org.deeplearning4j.models.embeddings.loader.WordVectorSerializer","https://github.com/deeplearning4j/deeplearning4j/commit/3325f5ccd23f8016fa28a24f878b54f1918546ed","2","Extract Method public loadGoogleModel(modelFile File, binary boolean, lineBreaks boolean) : Word2Vec extracted from public loadGoogleModel(modelFile File, binary boolean) : Word2Vec in class org.deeplearning4j.models.embeddings.loader.WordVectorSerializer
Add Parameter linebreaks : boolean in method private readBinaryModel(modelFile File, linebreaks boolean) : Word2Vec from class org.deeplearning4j.models.embeddings.loader.WordVectorSerializer"
"75","Extract Method","Extract Method public setMedia(slide Slide, masterSecret MasterSecret) : void extracted from public setMedia(slide Slide) : void in class org.thoughtcrime.securesms.mms.AttachmentManager","https://github.com/WhisperSystems/Signal-Android/commit/c4a37e38aba926c2bef27e4fc00e3a4848ce46bd","5","Extract Method public setMedia(slide Slide, masterSecret MasterSecret) : void extracted from public setMedia(slide Slide) : void in class org.thoughtcrime.securesms.mms.AttachmentManager
Rename Method private constructPartFromUri(uri Uri) : PduPart renamed to private constructPartFromByteArrayAndUri(uri Uri, data byte[], encrypted boolean) : PduPart in class org.thoughtcrime.securesms.mms.ImageSlide
Extract Variable draftType : String in method private getDraftsForCurrentState() : Drafts from class org.thoughtcrime.securesms.ConversationActivity
Add Parameter data : byte[] in method private constructPartFromByteArrayAndUri(uri Uri, data byte[], encrypted boolean) : PduPart from class org.thoughtcrime.securesms.mms.ImageSlide
Add Parameter encrypted : boolean in method private constructPartFromByteArrayAndUri(uri Uri, data byte[], encrypted boolean) : PduPart from class org.thoughtcrime.securesms.mms.ImageSlide"
"76","Extract Method","Extract Method private craftIntent(context Context, intentAction String, extras Bundle) : PendingIntent extracted from public getMarkAsReadIntent(context Context, masterSecret MasterSecret) : PendingIntent in class org.thoughtcrime.securesms.notifications.NotificationState","https://github.com/WhisperSystems/Signal-Android/commit/f0b2cc559026871c1b4d8e008666afb590553004","2","Extract Method private craftIntent(context Context, intentAction String, extras Bundle) : PendingIntent extracted from public getMarkAsReadIntent(context Context, masterSecret MasterSecret) : PendingIntent in class org.thoughtcrime.securesms.notifications.NotificationState
Extract Variable replyAction : Action in method private sendSingleThreadNotification(context Context, masterSecret MasterSecret, notificationState NotificationState, signal boolean) : void from class org.thoughtcrime.securesms.notifications.MessageNotifier"
"77","Extract Method","Extract Method private updateTextViews() : void extracted from public onCreate(savedInstanceState Bundle) : void in class com.novoda.demo.encryption.EncryptionActivity","https://github.com/novoda/android-demos/commit/5cdabae35f0642e9fe243afe12e4c16b3378a150","4","Move Class com.novoda.Base64DecoderException moved to com.novoda.demo.encryption.Base64DecoderException
Move Class com.novoda.Base64 moved to com.novoda.demo.encryption.Base64
Move And Rename Class com.novoda.Encrypt moved and renamed to com.novoda.demo.encryption.EncryptionActivity
Extract Method private updateTextViews() : void extracted from public onCreate(savedInstanceState Bundle) : void in class com.novoda.demo.encryption.EncryptionActivity"
"78","Extract Method","Extract Method public migration(dao Dao, klass Class<?>, add boolean, del boolean, tableName Object) : void extracted from public migration(dao Dao, klass Class<?>, add boolean, del boolean) : void in class org.nutz.dao.util.Daos","https://github.com/nutzam/nutz/commit/de7efe40dad0f4bb900c4fffa80ed377745532b3","1","Extract Method public migration(dao Dao, klass Class<?>, add boolean, del boolean, tableName Object) : void extracted from public migration(dao Dao, klass Class<?>, add boolean, del boolean) : void in class org.nutz.dao.util.Daos"
"79","Extract Method","Extract Method public getUTXOs(outPoints List<TransactionOutPoint>, includeMempool boolean) : ListenableFuture<UTXOsMessage> extracted from public getUTXOs(outPoints List<TransactionOutPoint>) : ListenableFuture<UTXOsMessage> in class org.bitcoinj.core.Peer","https://github.com/bitcoinj/bitcoinj/commit/95bfa40630e34f6f369e0055d9f37f49bca60247","1","Extract Method public getUTXOs(outPoints List<TransactionOutPoint>, includeMempool boolean) : ListenableFuture<UTXOsMessage> extracted from public getUTXOs(outPoints List<TransactionOutPoint>) : ListenableFuture<UTXOsMessage> in class org.bitcoinj.core.Peer"
"80","Extract Method","Extract Method public saveResource(relativePath Path, content byte[]) : void extracted from public save(bytecode byte[]) : void in class net.orfjackal.retrolambda.files.ClassSaver","https://github.com/orfjackal/retrolambda/commit/46b0d84de9c309bca48a99e572e6611693ed5236","3","Extract Method public saveResource(relativePath Path, content byte[]) : void extracted from public save(bytecode byte[]) : void in class net.orfjackal.retrolambda.files.ClassSaver
Rename Method public save(bytecode byte[]) : void renamed to public saveClass(bytecode byte[]) : void in class net.orfjackal.retrolambda.files.ClassSaver
Rename Parameter inputFile : Path to file : Path in method public visitFile(file Path, attrs BasicFileAttributes) : FileVisitResult in class net.orfjackal.retrolambda.files.BytecodeFileVisitor"
"81","Extract Method","Extract Method private getTreePath(components List<String>, escapePathSep boolean) : TreePath extracted from private stringToPath(pathString String) : TreePath in class jetbrains.mps.ide.ui.tree.MPSTree","https://github.com/JetBrains/MPS/commit/7b5622d41537315710b6fd57b2739a3a64698375","3","Extract Method private getTreePath(components List<String>, escapePathSep boolean) : TreePath extracted from private stringToPath(pathString String) : TreePath in class jetbrains.mps.ide.ui.tree.MPSTree
Change Variable Type components : String[] to components : List<String> in method private stringToPath(pathString String) : TreePath in class jetbrains.mps.ide.ui.tree.MPSTree
Extract Variable treeNodeId : String in method private getTreePath(components List<String>, escapePathSep boolean) : TreePath from class jetbrains.mps.ide.ui.tree.MPSTree"
"82","Extract Method","Extract Method private getCustomRoutingCol() : ColumnIdent extracted from private getRoutingCol() : ColumnIdent in class io.crate.metadata.doc.DocIndexMetaData","https://github.com/crate/crate/commit/563d281b61e9f8748858e911eaa810e981f1e953","5","Extract Method private getCustomRoutingCol() : ColumnIdent extracted from private getRoutingCol() : ColumnIdent in class io.crate.metadata.doc.DocIndexMetaData
Rename Method private validateNoUnsupportedFields(function Function, context Context) : String renamed to private rewriteAndValidateFields(function Function, context Context) : Function in class io.crate.lucene.LuceneQueryBuilder.Visitor
Rename Method public testSelectById() : void renamed to public testSelectByIdWithCustomRouting() : void in class io.crate.analyze.where.WhereClauseAnalyzerTest
Inline Variable columnName : String in method private validateNoUnsupportedFields(function Function, context Context) : String from class io.crate.lucene.LuceneQueryBuilder.Visitor
Change Return Type String to Function in method private rewriteAndValidateFields(function Function, context Context) : Function in class io.crate.lucene.LuceneQueryBuilder.Visitor"
"83","Extract Method","Extract Method private dumpConfig(conf Configuration, sb StringBuilder) : void extracted from private dumpEnvironent() : String in class org.apache.hive.hcatalog.templeton.AppConfig","https://github.com/apache/hive/commit/f664789737d516ac664462732664121acc111a1e","1","Extract Method private dumpConfig(conf Configuration, sb StringBuilder) : void extracted from private dumpEnvironent() : String in class org.apache.hive.hcatalog.templeton.AppConfig"
"84","Extract Method","Extract Method protected launchTask(request SingularityRequest, deploy SingularityDeploy, launchTime long, updateTime long, instanceNo int, initialTaskState TaskState) : SingularityTask extracted from protected launchTask(request SingularityRequest, deploy SingularityDeploy, launchTime long, instanceNo int, initialTaskState TaskState) : SingularityTask in class com.hubspot.singularity.SingularitySchedulerTestBase","https://github.com/HubSpot/Singularity/commit/944aea445051891280a8ab7fbbd514c19646f1ab","3","Extract Method protected launchTask(request SingularityRequest, deploy SingularityDeploy, launchTime long, updateTime long, instanceNo int, initialTaskState TaskState) : SingularityTask extracted from protected launchTask(request SingularityRequest, deploy SingularityDeploy, launchTime long, instanceNo int, initialTaskState TaskState) : SingularityTask in class com.hubspot.singularity.SingularitySchedulerTestBase
Rename Parameter launchTime : long to taskLaunch : long in method protected launchTask(request SingularityRequest, deploy SingularityDeploy, taskLaunch long, instanceNo int, initialTaskState TaskState) : SingularityTask in class com.hubspot.singularity.SingularitySchedulerTestBase
Add Parameter isDeployPending : boolean in method private getHealthcheckDeployState(deploy SingularityDeploy, matchingActiveTasks Collection<SingularityTaskId>, isDeployPending boolean) : DeployHealth from class com.hubspot.singularity.scheduler.SingularityDeployHealthHelper"
"85","Extract Method","Extract Method private addAnnotationProcessorOption(compilerArg String, optionsMap Map<String,String>) : void extracted from private getAnnotationProcessorOptionsFromCompilerConfig(compilerConfig Element) : Map<String,String> in class org.jetbrains.idea.maven.project.MavenProject","https://github.com/JetBrains/intellij-community/commit/e1625136ba12907696ef4c6e922ce073293f3a2c","3","Extract Method private addAnnotationProcessorOption(compilerArg String, optionsMap Map<String,String>) : void extracted from private getAnnotationProcessorOptionsFromCompilerConfig(compilerConfig Element) : Map<String,String> in class org.jetbrains.idea.maven.project.MavenProject
Parameterize Variable param : String to compilerArg : String in method private addAnnotationProcessorOption(compilerArg String, optionsMap Map<String,String>) : void in class org.jetbrains.idea.maven.project.MavenProject
Parameterize Variable res : Map<String,String> to optionsMap : Map<String,String> in method private addAnnotationProcessorOption(compilerArg String, optionsMap Map<String,String>) : void in class org.jetbrains.idea.maven.project.MavenProject"
"86","Extract Method","Extract Method private doTestMissingClass(tempDir File) : void extracted from public testMissingClass() : void in class com.google.auto.value.processor.AutoAnnotationCompilationTest","https://github.com/google/auto/commit/8967e7c33c59e1336e1e3b4671293ced5697fca6","1","Extract Method private doTestMissingClass(tempDir File) : void extracted from public testMissingClass() : void in class com.google.auto.value.processor.AutoAnnotationCompilationTest"
